1500000US370630001011,370630001011,"Block Group 1, Census Tract 1.01, Durham County, North Carolina",973,205,545,149,316,165,0,12,0,12,0,12,24,36,88,106,0,12,88,106
1500000US370630001012,370630001012,"Block Group 2, Census Tract 1.01, Durham County, North Carolina",1922,470,235,100,1142,375,0,12,0,12,0,12,488,330,57,68,29,48,28,49
1500000US370630001021,370630001021,"Block Group 1, Census Tract 1.02, Durham County, North Carolina",2716,413,1716,327,929,330,0,12,0,12,0,12,47,52,24,32,0,12,24,32
1500000US370630001022,370630001022,"Block Group 2, Census Tract 1.02, Durham County, North Carolina",1729,307,1050,247,540,258,0,12,36,34,0,12,44,55,59,56,0,12,59,56
1500000US370630002001,370630002001,"Block Group 1, Census Tract 2, Durham County, North Carolina",1424,318,632,194,372,171,18,30,0,12,0,12,391,194,11,25,0,12,11,25
1500000US370630002002,370630002002,"Block Group 2, Census Tract 2, Durham County, North Carolina",844,224,433,182,366,150,0,12,0,12,0,12,44,71,1,2,0,12,1,2
1500000US370630002003,370630002003,"Block Group 3, Census Tract 2, Durham County, North Carolina",922,189,683,149,220,170,0,12,19,24,0,12,0,12,0,12,0,12,0,12
1500000US370630003011,370630003011,"Block Group 1, Census Tract 3.01, Durham County, North Carolina",1005,226,492,172,368,149,2,4,108,134,0,12,0,12,35,35,0,12,35,35
1500000US370630003012,370630003012,"Block Group 2, Census Tract 3.01, Durham County, North Carolina",609,185,245,137,337,100,0,12,0,12,0,12,27,43,0,12,0,12,0,12
1500000US370630003013,370630003013,"Block Group 3, Census Tract 3.01, Durham County, North Carolina",938,235,763,206,99,73,0,12,24,30,0,12,45,63,7,10,0,12,7,10
1500000US370630003021,370630003021,"Block Group 1, Census Tract 3.02, Durham County, North Carolina",809,160,652,152,86,53,13,21,58,55,0,12,0,12,0,12,0,12,0,12
1500000US370630003022,370630003022,"Block Group 2, Census Tract 3.02, Durham County, North Carolina",1141,309,754,278,220,162,0,12,12,19,0,12,97,101,58,56,8,12,50,55
1500000US370630003023,370630003023,"Block Group 3, Census Tract 3.02, Durham County, North Carolina",1528,281,1217,262,197,131,0,12,60,54,0,12,33,40,21,22,0,12,21,22
1500000US370630004011,370630004011,"Block Group 1, Census Tract 4.01, Durham County, North Carolina",810,150,802,150,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630004012,370630004012,"Block Group 2, Census Tract 4.01, Durham County, North Carolina",1129,220,1070,209,9,14,10,15,30,34,0,12,5,10,5,11,0,12,5,11
1500000US370630004013,370630004013,"Block Group 3, Census Tract 4.01, Durham County, North Carolina",943,192,842,210,39,47,0,12,62,77,0,12,0,12,0,12,0,12,0,12
1500000US370630004021,370630004021,"Block Group 1, Census Tract 4.02, Durham County, North Carolina",2021,167,1632,209,104,55,45,68,195,119,0,12,34,34,11,13,7,11,4,7
1500000US370630005001,370630005001,"Block Group 1, Census Tract 5, Durham County, North Carolina",769,215,459,177,172,99,5,11,99,52,0,12,0,12,34,29,3,8,31,29
1500000US370630005002,370630005002,"Block Group 2, Census Tract 5, Durham County, North Carolina",649,135,418,106,186,97,0,12,28,28,0,12,10,15,7,11,0,12,7,11
1500000US370630005003,370630005003,"Block Group 3, Census Tract 5, Durham County, North Carolina",954,286,224,114,587,269,0,12,96,70,0,12,7,11,40,36,6,10,34,35
1500000US370630005004,370630005004,"Block Group 4, Census Tract 5, Durham County, North Carolina",1105,296,247,164,830,225,0,12,0,12,0,12,13,21,15,23,0,12,15,23
1500000US370630006001,370630006001,"Block Group 1, Census Tract 6, Durham County, North Carolina",2973,657,1505,355,1046,525,21,44,162,140,0,12,0,12,239,155,0,12,239,155
1500000US370630006002,370630006002,"Block Group 2, Census Tract 6, Durham County, North Carolina",2636,559,1631,535,853,346,0,12,43,70,0,12,96,115,13,21,0,12,13,21
1500000US370630006003,370630006003,"Block Group 3, Census Tract 6, Durham County, North Carolina",539,165,482,175,27,31,0,12,14,22,0,12,0,12,16,26,0,12,16,26
1500000US370630007001,370630007001,"Block Group 1, Census Tract 7, Durham County, North Carolina",998,207,559,153,320,104,0,12,18,21,0,12,0,12,101,154,0,12,101,154
1500000US370630007002,370630007002,"Block Group 2, Census Tract 7, Durham County, North Carolina",1087,206,674,157,326,151,0,12,22,25,0,12,20,31,45,37,0,12,45,37
1500000US370630007003,370630007003,"Block Group 3, Census Tract 7, Durham County, North Carolina",1395,296,613,130,566,181,0,12,83,76,0,12,110,166,23,34,0,12,23,34
1500000US370630009001,370630009001,"Block Group 1, Census Tract 9, Durham County, North Carolina",1010,354,507,294,452,263,0,12,0,12,0,12,51,55,0,12,0,12,0,12
1500000US370630009002,370630009002,"Block Group 2, Census Tract 9, Durham County, North Carolina",1166,298,101,68,980,256,0,12,0,12,0,12,72,106,13,15,0,12,13,15
1500000US370630010011,370630010011,"Block Group 1, Census Tract 10.01, Durham County, North Carolina",1333,557,209,129,968,446,92,136,0,12,0,12,64,104,0,12,0,12,0,12
1500000US370630010012,370630010012,"Block Group 2, Census Tract 10.01, Durham County, North Carolina",1034,402,64,42,660,276,16,24,0,12,0,12,83,136,211,148,10,14,201,145
1500000US370630010013,370630010013,"Block Group 3, Census Tract 10.01, Durham County, North Carolina",1963,697,529,495,1108,373,221,269,0,12,0,12,104,142,1,2,0,12,1,2
1500000US370630010021,370630010021,"Block Group 1, Census Tract 10.02, Durham County, North Carolina",2643,572,1032,453,1208,381,33,51,0,12,0,12,325,310,45,62,0,12,45,62
1500000US370630010022,370630010022,"Block Group 2, Census Tract 10.02, Durham County, North Carolina",1059,473,190,217,765,406,0,12,0,12,0,12,104,173,0,12,0,12,0,12
1500000US370630010023,370630010023,"Block Group 3, Census Tract 10.02, Durham County, North Carolina",802,434,191,201,513,370,0,12,0,12,0,12,80,128,18,32,18,32,0,12
1500000US370630010024,370630010024,"Block Group 4, Census Tract 10.02, Durham County, North Carolina",1421,696,760,532,507,323,26,58,0,12,0,12,100,161,28,46,0,12,28,46
1500000US370630011001,370630011001,"Block Group 1, Census Tract 11, Durham County, North Carolina",2087,391,609,263,1280,308,6,10,0,12,0,12,183,181,9,14,0,12,9,14
1500000US370630011002,370630011002,"Block Group 2, Census Tract 11, Durham County, North Carolina",1248,296,156,99,953,253,0,12,0,12,0,12,136,129,3,8,0,12,3,8
1500000US370630013011,370630013011,"Block Group 1, Census Tract 13.01, Durham County, North Carolina",1292,228,250,209,984,205,0,12,5,8,0,12,13,21,40,38,0,12,40,38
1500000US370630013031,370630013031,"Block Group 1, Census Tract 13.03, Durham County, North Carolina",2991,445,374,267,2361,423,5,13,101,56,0,12,46,40,104,53,6,13,98,53
1500000US370630013032,370630013032,"Block Group 2, Census Tract 13.03, Durham County, North Carolina",474,152,23,22,448,152,0,12,0,12,0,12,0,12,3,6,0,12,3,6
1500000US370630013041,370630013041,"Block Group 1, Census Tract 13.04, Durham County, North Carolina",2798,347,188,113,2412,287,0,12,12,20,0,12,111,95,75,77,42,66,33,37
1500000US370630014001,370630014001,"Block Group 1, Census Tract 14, Durham County, North Carolina",733,235,19,27,590,206,0,12,0,12,0,12,94,134,30,47,0,12,30,47
1500000US370630014002,370630014002,"Block Group 2, Census Tract 14, Durham County, North Carolina",1727,264,2,3,1477,291,0,12,0,12,0,12,70,116,178,214,0,12,178,214
1500000US370630015011,370630015011,"Block Group 1, Census Tract 15.01, Durham County, North Carolina",2836,345,1440,265,614,128,0,12,623,157,0,12,60,43,99,53,18,22,81,46
1500000US370630015021,370630015021,"Block Group 1, Census Tract 15.02, Durham County, North Carolina",2996,585,1431,473,1193,365,0,12,187,111,0,12,115,186,70,72,30,48,40,53
1500000US370630015022,370630015022,"Block Group 2, Census Tract 15.02, Durham County, North Carolina",1011,257,646,236,0,12,0,12,329,166,0,12,0,12,36,57,0,12,36,57
1500000US370630015023,370630015023,"Block Group 3, Census Tract 15.02, Durham County, North Carolina",1927,314,391,137,633,217,0,12,746,192,27,45,23,27,107,98,0,12,107,98
1500000US370630015024,370630015024,"Block Group 4, Census Tract 15.02, Durham County, North Carolina",507,290,19,32,373,223,0,12,0,12,0,12,115,173,0,12,0,12,0,12
1500000US370630015031,370630015031,"Block Group 1, Census Tract 15.03, Durham County, North Carolina",1621,194,695,154,465,97,9,13,294,108,0,12,77,57,81,50,21,19,60,47
1500000US370630016011,370630016011,"Block Group 1, Census Tract 16.01, Durham County, North Carolina",1482,343,923,234,368,200,0,12,152,154,0,12,0,12,39,49,0,12,39,49
1500000US370630016012,370630016012,"Block Group 2, Census Tract 16.01, Durham County, North Carolina",2808,472,1721,377,967,329,0,12,0,12,0,12,75,116,45,41,0,12,45,41
1500000US370630016013,370630016013,"Block Group 3, Census Tract 16.01, Durham County, North Carolina",1548,562,847,195,299,209,0,12,0,12,0,12,402,554,0,12,0,12,0,12
1500000US370630016031,370630016031,"Block Group 1, Census Tract 16.03, Durham County, North Carolina",652,214,482,218,170,122,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630016032,370630016032,"Block Group 2, Census Tract 16.03, Durham County, North Carolina",2893,407,1732,419,923,369,0,12,164,155,0,12,0,12,74,62,18,29,56,56
1500000US370630016033,370630016033,"Block Group 3, Census Tract 16.03, Durham County, North Carolina",1348,395,929,329,358,295,0,12,0,12,0,12,0,12,61,64,0,12,61,64
1500000US370630016034,370630016034,"Block Group 4, Census Tract 16.03, Durham County, North Carolina",1362,295,1238,275,124,117,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630016041,370630016041,"Block Group 1, Census Tract 16.04, Durham County, North Carolina",1947,322,1709,314,160,105,8,14,10,15,0,12,10,17,50,83,0,12,50,83
1500000US370630016042,370630016042,"Block Group 2, Census Tract 16.04, Durham County, North Carolina",2744,337,2543,330,140,117,0,12,20,30,0,12,14,22,27,36,0,12,27,36
1500000US370630016043,370630016043,"Block Group 3, Census Tract 16.04, Durham County, North Carolina",2086,400,1352,346,595,228,0,12,48,75,0,12,0,12,91,83,0,12,91,83
1500000US370630017051,370630017051,"Block Group 1, Census Tract 17.05, Durham County, North Carolina",1667,342,1038,238,620,316,0,12,0,12,0,12,0,12,9,13,0,12,9,13
1500000US370630017052,370630017052,"Block Group 2, Census Tract 17.05, Durham County, North Carolina",2033,387,1539,329,411,282,0,12,83,143,0,12,0,12,0,12,0,12,0,12
1500000US370630017053,370630017053,"Block Group 3, Census Tract 17.05, Durham County, North Carolina",1035,280,670,273,341,203,0,12,23,37,0,12,0,12,1,2,0,12,1,2
1500000US370630017061,370630017061,"Block Group 1, Census Tract 17.06, Durham County, North Carolina",2822,437,1397,281,741,347,0,12,396,209,0,12,271,336,17,27,0,12,17,27
1500000US370630017062,370630017062,"Block Group 2, Census Tract 17.06, Durham County, North Carolina",1986,384,1046,281,532,309,0,12,316,216,0,12,0,12,92,87,0,12,92,87
1500000US370630017071,370630017071,"Block Group 1, Census Tract 17.07, Durham County, North Carolina",1109,234,734,213,92,86,13,20,51,44,0,12,0,12,219,216,206,214,13,22
1500000US370630017072,370630017072,"Block Group 2, Census Tract 17.07, Durham County, North Carolina",1945,342,1426,349,143,115,0,12,201,128,0,12,13,21,162,139,0,12,162,139
1500000US370630017073,370630017073,"Block Group 3, Census Tract 17.07, Durham County, North Carolina",340,122,316,118,0,12,0,12,14,22,0,12,0,12,10,17,0,12,10,17
1500000US370630017074,370630017074,"Block Group 4, Census Tract 17.07, Durham County, North Carolina",1963,353,1798,361,45,69,0,12,64,78,0,12,0,12,56,51,0,12,56,51
1500000US370630017075,370630017075,"Block Group 5, Census Tract 17.07, Durham County, North Carolina",1557,262,1391,269,66,66,0,12,100,85,0,12,0,12,0,12,0,12,0,12
1500000US370630017081,370630017081,"Block Group 1, Census Tract 17.08, Durham County, North Carolina",5414,442,956,337,3882,455,12,19,75,56,0,17,143,121,346,316,9,14,337,316
1500000US370630017091,370630017091,"Block Group 1, Census Tract 17.09, Durham County, North Carolina",896,426,108,156,788,421,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630017092,370630017092,"Block Group 2, Census Tract 17.09, Durham County, North Carolina",933,354,0,12,918,352,0,12,0,12,0,12,0,12,15,30,0,12,15,30
1500000US370630017093,370630017093,"Block Group 3, Census Tract 17.09, Durham County, North Carolina",4660,658,1232,388,3000,555,16,49,151,123,0,12,84,123,177,182,43,122,134,136
1500000US370630017101,370630017101,"Block Group 1, Census Tract 17.10, Durham County, North Carolina",2531,386,1116,259,1146,351,7,16,224,225,0,12,14,27,24,36,0,12,24,36
1500000US370630017102,370630017102,"Block Group 2, Census Tract 17.10, Durham County, North Carolina",1713,433,712,326,751,288,55,87,0,12,0,12,185,151,10,18,0,12,10,18
1500000US370630017111,370630017111,"Block Group 1, Census Tract 17.11, Durham County, North Carolina",1278,474,608,289,391,150,0,12,0,12,0,12,238,348,41,39,0,12,41,39
1500000US370630017112,370630017112,"Block Group 2, Census Tract 17.11, Durham County, North Carolina",1847,431,611,229,902,302,0,12,20,31,0,12,162,220,152,154,84,135,68,75
1500000US370630017113,370630017113,"Block Group 3, Census Tract 17.11, Durham County, North Carolina",1575,315,546,151,846,274,0,12,37,58,0,12,129,152,17,28,0,12,17,28
1500000US370630018011,370630018011,"Block Group 1, Census Tract 18.01, Durham County, North Carolina",2719,644,1201,358,1285,619,37,57,0,12,0,12,0,12,196,296,0,12,196,296
1500000US370630018012,370630018012,"Block Group 2, Census Tract 18.01, Durham County, North Carolina",412,201,149,74,234,204,0,12,0,12,0,12,0,12,29,50,0,12,29,50
1500000US370630018013,370630018013,"Block Group 3, Census Tract 18.01, Durham County, North Carolina",2995,673,745,352,2066,660,0,12,0,12,0,12,159,156,25,40,25,40,0,12
1500000US370630018014,370630018014,"Block Group 4, Census Tract 18.01, Durham County, North Carolina",1393,614,889,635,249,207,0,12,53,69,0,12,202,241,0,12,0,12,0,12
1500000US370630018015,370630018015,"Block Group 5, Census Tract 18.01, Durham County, North Carolina",489,208,389,179,86,118,0,12,0,12,0,12,14,24,0,12,0,12,0,12
1500000US370630018021,370630018021,"Block Group 1, Census Tract 18.02, Durham County, North Carolina",2108,640,768,546,1215,444,0,12,18,33,0,12,0,12,107,106,0,12,107,106
1500000US370630018022,370630018022,"Block Group 2, Census Tract 18.02, Durham County, North Carolina",1670,609,338,294,1184,554,0,12,0,12,0,12,148,174,0,12,0,12,0,12
1500000US370630018023,370630018023,"Block Group 3, Census Tract 18.02, Durham County, North Carolina",2263,624,324,165,1449,391,0,12,0,12,0,12,489,501,1,3,0,12,1,3
1500000US370630018024,370630018024,"Block Group 4, Census Tract 18.02, Durham County, North Carolina",816,460,468,242,0,12,0,12,0,12,0,12,190,229,158,230,150,232,8,13
1500000US370630018061,370630018061,"Block Group 1, Census Tract 18.06, Durham County, North Carolina",2168,390,1928,360,240,202,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630018062,370630018062,"Block Group 2, Census Tract 18.06, Durham County, North Carolina",3506,478,938,340,2511,436,0,12,33,53,0,12,0,12,24,41,0,12,24,41
1500000US370630018071,370630018071,"Block Group 1, Census Tract 18.07, Durham County, North Carolina",3055,609,1345,361,1546,616,0,12,29,37,0,12,82,122,53,58,0,12,53,58
1500000US370630018072,370630018072,"Block Group 2, Census Tract 18.07, Durham County, North Carolina",3515,855,1073,531,1968,691,0,12,83,77,0,12,225,349,166,174,0,12,166,174
1500000US370630018073,370630018073,"Block Group 3, Census Tract 18.07, Durham County, North Carolina",2722,548,811,275,1808,519,0,12,0,12,0,12,51,84,52,47,0,12,52,47
1500000US370630018081,370630018081,"Block Group 1, Census Tract 18.08, Durham County, North Carolina",2092,465,1019,328,798,297,152,157,0,12,0,12,7,14,116,130,0,12,116,130
1500000US370630018082,370630018082,"Block Group 2, Census Tract 18.08, Durham County, North Carolina",5026,530,2870,471,1534,321,4,10,396,164,0,17,162,111,60,51,0,17,60,51
1500000US370630018091,370630018091,"Block Group 1, Census Tract 18.09, Durham County, North Carolina",2826,686,1372,675,1304,404,2,5,97,89,0,12,21,43,30,37,13,24,17,28
1500000US370630018092,370630018092,"Block Group 2, Census Tract 18.09, Durham County, North Carolina",3270,453,1890,563,851,440,12,20,330,356,0,12,59,72,128,119,10,16,118,118
1500000US370630019001,370630019001,"Block Group 1, Census Tract 19, Durham County, North Carolina",663,172,566,169,37,52,0,12,25,42,0,12,0,12,35,38,0,12,35,38
1500000US370630019002,370630019002,"Block Group 2, Census Tract 19, Durham County, North Carolina",2348,245,1965,250,237,81,0,12,38,38,0,12,0,12,108,88,0,12,108,88
1500000US370630020071,370630020071,"Block Group 1, Census Tract 20.07, Durham County, North Carolina",2001,399,1658,353,286,180,30,35,17,29,0,12,0,12,10,17,10,17,0,12
1500000US370630020072,370630020072,"Block Group 2, Census Tract 20.07, Durham County, North Carolina",2133,397,1051,317,698,294,0,12,40,54,0,12,194,300,150,195,129,193,21,32
1500000US370630020073,370630020073,"Block Group 3, Census Tract 20.07, Durham County, North Carolina",730,172,282,145,448,185,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630020081,370630020081,"Block Group 1, Census Tract 20.08, Durham County, North Carolina",859,161,731,159,90,77,13,20,18,21,0,12,0,12,7,12,0,12,7,12
1500000US370630020082,370630020082,"Block Group 2, Census Tract 20.08, Durham County, North Carolina",2210,193,1901,240,210,161,0,12,36,37,0,12,0,12,63,53,0,12,63,53
1500000US370630020091,370630020091,"Block Group 1, Census Tract 20.09, Durham County, North Carolina",1692,352,140,97,1531,358,21,32,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370630020092,370630020092,"Block Group 2, Census Tract 20.09, Durham County, North Carolina",1019,255,193,178,677,173,16,26,64,94,0,12,69,71,0,12,0,12,0,12
1500000US370630020093,370630020093,"Block Group 3, Census Tract 20.09, Durham County, North Carolina",1692,289,0,12,1651,292,0,12,0,12,0,12,41,67,0,12,0,12,0,12
1500000US370630020131,370630020131,"Block Group 1, Census Tract 20.13, Durham County, North Carolina",1375,296,785,215,445,238,0,12,30,36,0,12,0,12,115,77,0,12,115,77
1500000US370630020132,370630020132,"Block Group 2, Census Tract 20.13, Durham County, North Carolina",957,195,612,159,311,189,0,12,14,22,0,12,0,12,20,22,0,12,20,22
1500000US370630020133,370630020133,"Block Group 3, Census Tract 20.13, Durham County, North Carolina",2351,265,1627,196,427,211,0,12,156,129,0,12,64,87,77,74,0,12,77,74
1500000US370630020151,370630020151,"Block Group 1, Census Tract 20.15, Durham County, North Carolina",2865,539,1864,517,907,301,0,12,9,14,0,12,63,100,22,38,20,38,2,4
1500000US370630020152,370630020152,"Block Group 2, Census Tract 20.15, Durham County, North Carolina",1845,421,993,293,506,251,0,12,147,148,0,12,52,83,147,169,0,12,147,169
1500000US370630020153,370630020153,"Block Group 3, Census Tract 20.15, Durham County, North Carolina",736,203,604,219,80,80,0,12,47,48,0,12,0,12,5,10,0,12,5,10
1500000US370630020161,370630020161,"Block Group 1, Census Tract 20.16, Durham County, North Carolina",2825,531,1196,504,837,268,0,12,126,94,0,12,482,383,184,121,68,94,116,101
1500000US370630020162,370630020162,"Block Group 2, Census Tract 20.16, Durham County, North Carolina",3008,400,1374,405,1086,346,0,12,178,111,0,12,140,184,230,293,208,290,22,35
1500000US370630020171,370630020171,"Block Group 1, Census Tract 20.17, Durham County, North Carolina",2318,342,1937,317,27,30,0,12,249,152,0,12,0,12,105,87,0,12,105,87
1500000US370630020172,370630020172,"Block Group 2, Census Tract 20.17, Durham County, North Carolina",1474,308,1148,309,236,208,0,12,78,67,0,12,12,20,0,12,0,12,0,12
1500000US370630020173,370630020173,"Block Group 3, Census Tract 20.17, Durham County, North Carolina",3658,444,2561,402,396,228,0,12,357,231,0,12,135,138,209,119,56,67,153,102
1500000US370630020181,370630020181,"Block Group 1, Census Tract 20.18, Durham County, North Carolina",2397,255,2117,254,28,33,25,29,193,119,0,12,19,29,15,25,0,12,15,25
1500000US370630020182,370630020182,"Block Group 2, Census Tract 20.18, Durham County, North Carolina",3358,492,1873,416,1041,408,0,12,245,148,0,12,137,217,62,81,46,77,16,25
1500000US370630020183,370630020183,"Block Group 3, Census Tract 20.18, Durham County, North Carolina",2447,387,1988,366,245,129,45,71,64,48,0,12,0,12,105,99,0,12,105,99
1500000US370630020191,370630020191,"Block Group 1, Census Tract 20.19, Durham County, North Carolina",1434,478,1183,512,158,123,0,12,93,88,0,12,0,12,0,12,0,12,0,12
1500000US370630020192,370630020192,"Block Group 2, Census Tract 20.19, Durham County, North Carolina",1812,328,1293,332,241,201,0,12,278,238,0,12,0,12,0,12,0,12,0,12
1500000US370630020193,370630020193,"Block Group 3, Census Tract 20.19, Durham County, North Carolina",1504,246,1372,240,82,110,0,12,50,46,0,12,0,12,0,12,0,12,0,12
1500000US370630020201,370630020201,"Block Group 1, Census Tract 20.20, Durham County, North Carolina",2585,516,1797,493,243,174,0,12,420,252,0,12,0,12,125,126,0,12,125,126
1500000US370630020202,370630020202,"Block Group 2, Census Tract 20.20, Durham County, North Carolina",4317,526,2772,435,1148,277,0,12,349,174,0,12,48,78,0,12,0,12,0,12
1500000US370630020211,370630020211,"Block Group 1, Census Tract 20.21, Durham County, North Carolina",2938,374,2000,375,637,260,0,12,176,167,0,12,25,45,100,88,12,18,88,86
1500000US370630020212,370630020212,"Block Group 2, Census Tract 20.21, Durham County, North Carolina",1538,444,811,418,551,478,0,12,176,155,0,12,0,12,0,12,0,12,0,12
1500000US370630020221,370630020221,"Block Group 1, Census Tract 20.22, Durham County, North Carolina",2244,331,833,303,1176,315,17,28,100,103,13,24,43,65,62,62,15,26,47,45
1500000US370630020222,370630020222,"Block Group 2, Census Tract 20.22, Durham County, North Carolina",2372,411,1731,293,524,349,0,12,47,55,0,12,39,54,31,37,0,12,31,37
1500000US370630020231,370630020231,"Block Group 1, Census Tract 20.23, Durham County, North Carolina",1156,232,693,171,385,158,29,48,0,12,0,12,17,21,32,33,23,27,9,17
1500000US370630020232,370630020232,"Block Group 2, Census Tract 20.23, Durham County, North Carolina",1988,384,1517,334,302,201,0,12,153,202,0,12,0,12,16,27,16,27,0,12
1500000US370630020241,370630020241,"Block Group 1, Census Tract 20.24, Durham County, North Carolina",3872,396,2530,317,906,239,0,12,436,136,0,12,0,12,0,12,0,12,0,12
1500000US370630020242,370630020242,"Block Group 2, Census Tract 20.24, Durham County, North Carolina",970,224,628,172,240,157,0,12,0,12,0,12,102,122,0,12,0,12,0,12
1500000US370630020243,370630020243,"Block Group 3, Census Tract 20.24, Durham County, North Carolina",1297,211,962,199,124,74,0,12,158,123,0,12,14,24,39,46,0,12,39,46
1500000US370630020251,370630020251,"Block Group 1, Census Tract 20.25, Durham County, North Carolina",2873,538,767,260,1684,607,0,12,251,174,0,12,0,12,171,174,1,7,170,173
1500000US370630020252,370630020252,"Block Group 2, Census Tract 20.25, Durham County, North Carolina",2283,486,1280,374,903,401,0,12,37,44,0,12,63,79,0,12,0,12,0,12
1500000US370630020253,370630020253,"Block Group 3, Census Tract 20.25, Durham County, North Carolina",1427,412,816,307,481,262,0,12,15,23,0,12,0,12,115,137,30,48,85,131
1500000US370630020261,370630020261,"Block Group 1, Census Tract 20.26, Durham County, North Carolina",2368,511,643,377,1570,407,0,12,33,58,0,12,0,12,122,138,51,80,71,114
1500000US370630020262,370630020262,"Block Group 2, Census Tract 20.26, Durham County, North Carolina",4017,779,484,322,3166,624,0,12,34,39,0,12,257,297,76,71,0,12,76,71
1500000US370630020271,370630020271,"Block Group 1, Census Tract 20.27, Durham County, North Carolina",2408,630,1546,684,601,442,0,12,81,108,0,12,133,118,47,45,0,12,47,45
1500000US370630020272,370630020272,"Block Group 2, Census Tract 20.27, Durham County, North Carolina",4751,815,2081,613,1813,740,30,56,512,289,76,122,0,12,239,218,107,136,132,168
1500000US370630020273,370630020273,"Block Group 3, Census Tract 20.27, Durham County, North Carolina",1783,522,690,402,992,476,0,12,69,98,0,12,0,12,32,39,0,12,32,39
1500000US370630020281,370630020281,"Block Group 1, Census Tract 20.28, Durham County, North Carolina",2917,520,1290,391,1204,337,0,12,331,206,0,12,0,12,92,104,0,12,92,104
1500000US370630020282,370630020282,"Block Group 2, Census Tract 20.28, Durham County, North Carolina",1372,542,737,434,437,242,0,12,179,192,0,12,0,12,19,31,0,12,19,31
1500000US370630020283,370630020283,"Block Group 3, Census Tract 20.28, Durham County, North Carolina",2794,457,1278,336,853,338,72,84,393,218,0,12,134,126,64,82,0,12,64,82
1500000US370630021001,370630021001,"Block Group 1, Census Tract 21, Durham County, North Carolina",2047,316,1716,320,246,186,17,24,16,26,0,12,14,25,38,47,29,46,9,14
1500000US370630021002,370630021002,"Block Group 2, Census Tract 21, Durham County, North Carolina",5487,462,2878,392,2226,216,75,47,0,17,0,17,85,47,223,104,75,45,148,84
1500000US370630021003,370630021003,"Block Group 3, Census Tract 21, Durham County, North Carolina",1713,315,1617,321,77,76,0,12,0,12,0,12,1,3,18,29,0,12,18,29
1500000US370630022001,370630022001,"Block Group 1, Census Tract 22, Durham County, North Carolina",1758,270,1163,164,461,184,6,9,66,35,0,12,2,7,60,34,0,12,60,34
1500000US370630023001,370630023001,"Block Group 1, Census Tract 23, Durham County, North Carolina",962,197,247,111,712,180,0,12,0,12,0,12,0,12,3,7,0,12,3,7
1500000US370630023002,370630023002,"Block Group 2, Census Tract 23, Durham County, North Carolina",403,164,54,40,274,120,0,12,0,12,0,12,75,121,0,12,0,12,0,12
1500000US370639801001,370639801001,"Block Group 1, Census Tract 9801, Durham County, North Carolina",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
