latitude,longitude,altitude,geometry,city,growth_10-13,population,state
40.2968979,-111.6946475,,Point,Orem,8.5%,91648,Utah
42.46676300000001,-70.9494938,,Point,Lynn,2.6%,91589,Massachusetts
40.5865396,-122.3916754,,Point,Redding,11.9%,91119,California
47.6732281,-117.2393748,,Point,Spokane Valley,12.6%,91113,Washington
25.790654,-80.1300455,,Point,Miami Beach,3.3%,91026,Florida
29.5074538,-95.0949303,,Point,League City,98.3%,90983,Texas
38.9716689,-95.2352501,,Point,Lawrence,12.7%,90811,Kansas
34.4208305,-119.6981901,,Point,Santa Barbara,0.9%,90412,California
26.1275862,-80.23310359999999,,Point,Plantation,8.6%,90268,Florida
40.5649781,-111.8389726,,Point,Sandy,1.3%,90231,Utah
26.1669711,-80.25659499999999,,Point,Sunrise,4.6%,90116,Florida
32.8406946,-83.6324022,,Point,Macon,-7.3%,89981,Georgia
40.1672068,-105.1019275,,Point,Longmont,24.4%,89919,Colorado
26.3683064,-80.1289321,,Point,Boca Raton,7.5%,89407,Florida
33.1433723,-117.1661449,,Point,San Marcos,60.0%,89387,California
35.612661,-77.3663538,,Point,Greenville,41.9%,89130,North Carolina
42.3636331,-87.84479379999999,,Point,Waukegan,0.5%,88826,Illinois
41.7014912,-71.1550451,,Point,Fall River,-3.7%,88697,Massachusetts
39.7284944,-121.8374777,,Point,Chico,14.2%,88077,California
42.3370413,-71.20922139999999,,Point,Newton,4.9%,87971,Massachusetts
37.7249296,-122.1560768,,Point,San Leandro,10.3%,87965,California
40.3356483,-75.9268747,,Point,Reading,8.0%,87893,Pennsylvania
41.11774399999999,-73.4081575,,Point,Norwalk,5.6%,87776,Connecticut
35.3859242,-94.39854749999999,,Point,Fort Smith,8.6%,87650,Arkansas
33.6189101,-117.9289469,,Point,Newport Beach,10.4%,87273,California
35.5950581,-82.5514869,,Point,Asheville,19.6%,87236,North Carolina
42.7653662,-71.46756599999999,,Point,Nashua,0.4%,87137,New Hampshire
35.6528323,-97.47809540000002,,Point,Edmond,26.9%,87004,Oklahoma
33.9791793,-118.032844,,Point,Whittier,3.3%,86635,California
43.5407172,-116.5634624,,Point,Nampa,57.9%,86518,Idaho
44.840798,-93.2982799,,Point,Bloomington,1.3%,86319,Minnesota
28.9005446,-81.26367379999999,,Point,Deltona,23.1%,86290,Florida
33.9164032,-118.3525748,,Point,Hawthorne,2.3%,86199,California
46.78667189999999,-92.1004852,,Point,Duluth,-0.1%,86128,Minnesota
39.978371,-86.1180435,,Point,Carmel,60.4%,85927,Indiana
36.7282054,-76.5835621,,Point,Suffolk,33.5%,85728,Virginia
40.8584328,-74.16375529999999,,Point,Clifton,7.9%,85390,New Jersey
38.7071247,-121.2810611,,Point,Citrus Heights,-0.1%,85285,California
37.6818745,-121.7680088,,Point,Livermore,15.1%,85156,California
37.7396513,-121.4252227,,Point,Tracy,45.9%,84691,California
34.095287,-118.1270146,,Point,Alhambra,-0.7%,84577,California
47.6814875,-122.2087353,,Point,Kirkland,87.5%,84430,Washington
40.2170534,-74.7429384,,Point,Trenton,-1.2%,84349,New Jersey
41.223,-111.9738304,,Point,Ogden,8.6%,84249,Utah
33.4053867,-86.8113781,,Point,Hoover,32.7%,84126,Alabama
41.8455877,-87.7539448,,Point,Cicero,-1.6%,84103,Illinois
39.9567548,-86.01335,,Point,Fishers,114.8%,83891,Indiana
29.6196787,-95.6349463,,Point,Sugar Land,29.1%,83860,Texas
41.394817,-73.4540111,,Point,Danbury,11.4%,83684,Connecticut
43.6121087,-116.3915131,,Point,Meridian,127.6%,83596,Idaho
33.7205771,-116.2155619,,Point,Indio,66.0%,83539,California
35.4087517,-80.579511,,Point,Concord,47.4%,83506,North Carolina
33.6971468,-117.185294,,Point,Menifee,95.0%,83447,California
40.1164204,-88.2433829,,Point,Champaign,18.3%,83424,Illinois
33.8675143,-117.9981181,,Point,Buena Park,6.1%,82882,California
42.6064095,-83.1497751,,Point,Troy,2.2%,82821,Michigan
38.8106075,-90.69984769999999,,Point,O'Fallon,62.6%,82809,Missouri
34.0289259,-84.198579,,Point,Johns Creek,36.5%,82788,Georgia
48.74908,-122.4781473,,Point,Bellingham,21.8%,82631,Washington
42.32420399999999,-83.400211,,Point,Westland,-4.7%,82578,Michigan
39.165325,-86.52638569999999,,Point,Bloomington,16.1%,82575,Indiana
42.4999942,-96.40030689999999,,Point,Sioux City,-2.9%,82459,Iowa
41.7001009,-71.4161671,,Point,Warwick,-4.6%,81971,Rhode Island
33.7475203,-116.9719684,,Point,Hemet,37.6%,81750,California
32.5007037,-94.74048909999999,,Point,Longview,11.6%,81443,Texas
42.4989936,-83.3677168,,Point,Farmington Hills,-0.9%,81295,Michigan
44.0581728,-121.3153096,,Point,Bend,54.3%,81236,Oregon
33.8536269,-118.1339563,,Point,Lakewood,2.1%,81121,California
37.3021632,-120.4829677,,Point,Merced,25.4%,81102,California
26.2159066,-98.32529319999999,,Point,Mission,74.5%,81050,Texas
34.0122346,-117.688944,,Point,Chino,15.6%,80988,California
37.48521520000001,-122.2363548,,Point,Redwood City,7.1%,80872,California
26.3017374,-98.1633432,,Point,Edinburg,65.1%,80836,Texas
41.7798226,-71.4372796,,Point,Cranston,1.4%,80566,Rhode Island
41.4047742,-81.7229086,,Point,Parma,-5.9%,80429,Ohio
40.9114882,-73.7823549,,Point,New Rochelle,9.9%,79446,New York
33.6469661,-117.689218,,Point,Lake Forest,4.2%,79312,California
38.2975381,-122.286865,,Point,Napa,8.4%,79068,California
41.5833688,-87.5000412,,Point,Hammond,-4.6%,78967,Indiana
36.0625795,-94.1574263,,Point,Fayetteville,32.9%,78960,Arkansas
40.4842027,-88.99368729999999,,Point,Bloomington,20.1%,78902,Illinois
33.4355977,-112.3496021,,Point,Avondale,111.5%,78822,Arizona
42.3875968,-71.0994968,,Point,Somerville,1.6%,78804,Massachusetts
29.5844524,-81.20786989999999,,Point,Palm Coast,137.2%,78740,Florida
30.6743643,-96.3699632,,Point,Bryan,19.3%,78709,Texas
41.5933696,-87.3464271,,Point,Gary,-23.4%,78450,Indiana
27.9094665,-82.7873244,,Point,Largo,5.1%,78409,Florida
45.0941315,-93.3563405,,Point,Brooklyn Park,16.0%,78373,Minnesota
33.7458511,-117.826166,,Point,Tustin,15.6%,78327,California
42.7261309,-87.78285230000002,,Point,Racine,-4.4%,78199,Wisconsin
26.3184123,-80.09976569999999,,Point,Deerfield Beach,4.8%,78041,Florida
37.4137536,-79.14224639999999,,Point,Lynchburg,19.5%,78014,Virginia
37.3860517,-122.0838511,,Point,Mountain View,10.1%,77846,California
42.3265152,-122.8755949,,Point,Medford,17.1%,77677,Oregon
42.7070354,-71.1631137,,Point,Lawrence,7.5%,77657,Massachusetts
33.8816818,-118.1170117,,Point,Bellflower,6.3%,77593,California
28.0836269,-80.60810889999999,,Point,Melbourne,5.9%,77508,Florida
39.7674578,-94.84668099999999,,Point,St. Joseph,4.1%,77147,Missouri
39.9259463,-75.1196199,,Point,Camden,-3.6%,76903,New Jersey
37.0965278,-113.5684164,,Point,St. George,53.1%,76817,Utah
46.2112458,-119.1372338,,Point,Kennewick,29.1%,76762,Washington
34.0852868,-117.9608978,,Point,Baldwin Park,0.8%,76635,California
33.9898188,-117.7325848,,Point,Chino Hills,13.6%,76572,California
37.7652065,-122.2416355,,Point,Alameda,5.4%,76419,California
31.5785074,-84.15574099999999,,Point,Albany,-0.6%,76185,Georgia
42.0883603,-87.98062650000001,,Point,Arlington Heights,-0.6%,75994,Illinois
41.408969,-75.66241219999999,,Point,Scranton,0.0%,75806,Pennsylvania
42.0450722,-87.68769689999999,,Point,Evanston,1.9%,75570,Illinois
42.2917069,-85.5872286,,Point,Kalamazoo,-1.9%,75548,Michigan
29.7355047,-94.97742740000001,,Point,Baytown,13.1%,75418,Texas
34.09751,-117.6483876,,Point,Upland,9.5%,75413,California
36.18674420000001,-94.1288141,,Point,Springdale,57.1%,75229,Arkansas
40.6259316,-75.37045789999999,,Point,Bethlehem,5.2%,75018,Pennsylvania
42.0333607,-88.0834059,,Point,Schaumburg,-0.5%,74907,Illinois
32.8323225,-79.82842579999999,,Point,Mount Pleasant,53.2%,74885,South Carolina
47.30732279999999,-122.2284532,,Point,Auburn,34.9%,74860,Washington
39.8403147,-88.9548001,,Point,Decatur,-8.7%,74710,Illinois
37.7799273,-121.9780153,,Point,San Ramon,65.8%,74513,California
37.6624312,-121.8746789,,Point,Pleasanton,15.2%,74110,California
42.9133602,-85.7053085,,Point,Wyoming,6.5%,74100,Michigan
30.2265949,-93.2173758,,Point,Lake Charles,3.0%,74024,Louisiana
45.0105194,-93.4555093,,Point,Plymouth,12.0%,73987,Minnesota
41.69864159999999,-88.0683955,,Point,Bolingbrook,29.7%,73936,Illinois
26.1947962,-98.1836216,,Point,Pharr,55.7%,73790,Texas
44.2619309,-88.41538469999999,,Point,Appleton,4.5%,73596,Wisconsin
35.262082,-81.18730049999999,,Point,Gastonia,8.2%,73209,North Carolina
38.6779591,-121.1760583,,Point,Folsom,38.6%,73098,California
42.4733688,-83.2218731,,Point,Southfield,-6.7%,73006,Michigan
42.65836609999999,-83.1499322,,Point,Rochester Hills,5.7%,72952,Michigan
41.6612104,-72.7795419,,Point,New Britain,1.9%,72939,Connecticut
33.4353394,-112.3576567,,Point,Goodyear,271.0%,72864,Arizona
40.79894729999999,-81.378447,,Point,Canton,-10.3%,72535,Ohio
32.6130007,-83.624201,,Point,Warner Robins,45.7%,72531,Georgia
37.5933918,-122.0438298,,Point,Union City,7.4%,72528,California
33.7825194,-117.2286478,,Point,Perris,98.7%,72326,California
37.7974273,-121.2160526,,Point,Manteca,42.7%,71948,California
41.6611277,-91.5301683,,Point,Iowa City,13.8%,71591,Iowa
35.84229670000001,-90.704279,,Point,Jonesboro,28.3%,71551,Arkansas
39.7390721,-75.5397878,,Point,Wilmington,-1.6%,71525,Delaware
33.930293,-118.2114603,,Point,Lynwood,2.0%,71371,California
40.3977612,-105.0749801,,Point,Loveland,37.4%,71334,Colorado
41.878711,-71.38255579999999,,Point,Pawtucket,-2.5%,71172,Rhode Island
26.5317866,-80.0905465,,Point,Boynton Beach,17.3%,71097,Florida
43.0116784,-88.2314813,,Point,Waukesha,8.0%,71016,Wisconsin
30.3674198,-89.0928155,,Point,Gulfport,-0.6%,71012,Mississippi
34.5008311,-117.1858759,,Point,Apple Valley,29.9%,70924,California
40.8567662,-74.1284764,,Point,Passaic,4.3%,70868,New Jersey
44.0805434,-103.2310149,,Point,Rapid City,17.9%,70812,South Dakota
41.0602216,-111.9710529,,Point,Layton,20.2%,70790,Utah
40.4167022,-86.87528689999999,,Point,Lafayette,14.5%,70373,Indiana
37.4946568,-120.8465941,,Point,Turlock,23.5%,70365,California
40.1933767,-85.3863599,,Point,Muncie,-0.7%,70316,Indiana
31.0982344,-97.342782,,Point,Temple,27.1%,70190,Texas
29.6185669,-95.5377215,,Point,Missouri City,31.1%,70185,Texas
34.0555693,-117.1825381,,Point,Redlands,9.4%,69999,California
35.6869752,-105.937799,,Point,Santa Fe,10.5%,69976,New Mexico
26.1403635,-80.2133808,,Point,Lauderhill,4.2%,69813,Florida
37.4323341,-121.8995741,,Point,Milpitas,11.0%,69783,California
42.1103041,-88.03424000000001,,Point,Palatine,4.5%,69350,Illinois
46.87871759999999,-113.996586,,Point,Missoula,19.7%,69122,Montana
34.9248667,-81.02507840000001,,Point,Rock Hill,36.0%,69103,South Carolina
34.7540524,-77.4302414,,Point,Jacksonville,5.0%,69079,North Carolina
35.9250637,-86.8688899,,Point,Franklin,48.5%,68886,Tennessee
35.1982836,-111.651302,,Point,Flagstaff,29.3%,68667,Arizona
33.0145673,-97.0969552,,Point,Flower Mound,32.5%,68609,Texas
26.1003654,-80.3997748,,Point,Weston,34.5%,68388,Florida
42.492786,-92.34257749999999,,Point,Waterloo,-0.5%,68366,Iowa
40.6975898,-74.26316349999999,,Point,Union City,1.7%,68247,New Jersey
40.9125992,-73.8370786,,Point,Mount Vernon,-0.2%,68224,New York
26.640628,-81.8723084,,Point,Fort Myers,31.2%,68190,Florida
31.2232313,-85.3904888,,Point,Dothan,16.6%,68001,Alabama
38.5890723,-121.302728,,Point,Rancho Cordova,26.4%,67911,California
33.8491816,-118.3884078,,Point,Redondo Beach,6.7%,67815,California
35.6145169,-88.81394689999999,,Point,Jackson,12.9%,67685,Tennessee
46.2395793,-119.1005657,,Point,Pasco,98.5%,67599,Washington
38.7881062,-90.4974359,,Point,St. Charles,11.3%,67569,Missouri
44.811349,-91.4984941,,Point,Eau Claire,8.7%,67545,Wisconsin
32.8342952,-97.2289029,,Point,North Richland Hills,20.2%,67317,Texas
46.8083268,-100.7837392,,Point,Bismarck,20.1%,67034,North Dakota
33.8886259,-117.8131125,,Point,Yorba Linda,13.4%,67032,California
29.9940924,-90.2417434,,Point,Kenner,-4.8%,66975,Louisiana
37.9100783,-122.0651819,,Point,Walnut Creek,3.5%,66900,California
39.41426879999999,-77.4105409,,Point,Frederick,25.9%,66893,Maryland
44.0247062,-88.5426136,,Point,Oshkosh,5.3%,66778,Wisconsin
38.0279762,-121.8846806,,Point,Pittsburg,16.6%,66695,California
37.4418834,-122.1430195,,Point,Palo Alto,13.7%,66642,California
32.5159852,-93.7321228,,Point,Bossier City,17.4%,66333,Louisiana
43.66147100000001,-70.2553259,,Point,Portland,3.2%,66318,Maine
45.5579451,-94.16324039999999,,Point,St. Cloud,10.9%,66297,Minnesota
38.5449065,-121.7405167,,Point,Davis,11.9%,66205,California
37.654656,-122.4077498,,Point,South San Francisco,9.1%,66174,California
34.2163937,-119.0376023,,Point,Camarillo,14.9%,66086,California
34.769536,-92.2670941,,Point,North Little Rock,9.0%,66075,Arkansas
42.8142432,-73.9395687,,Point,Schenectady,6.7%,65902,New York
39.1434406,-77.2013705,,Point,Gaithersburg,24.2%,65690,Maryland
26.1906306,-97.69610259999999,,Point,Harlingen,11.6%,65665,Texas
44.9238552,-92.9593797,,Point,Woodbury,39.8%,65656,Minnesota
44.8041322,-93.1668858,,Point,Eagan,2.6%,65453,Minnesota
39.1404477,-121.6169108,,Point,Yuba City,27.9%,65416,California
45.0724642,-93.4557877,,Point,Maple Grove,27.3%,65415,Minnesota
41.0997803,-80.6495194,,Point,Youngstown,-20.2%,65184,Ohio
42.0324025,-87.7416246,,Point,Skokie,2.8%,65176,Illinois
28.2919557,-81.40757099999999,,Point,Kissimmee,32.6%,65173,Florida
36.3134397,-82.3534727,,Point,Johnson City,16.2%,65123,Tennessee
28.8052674,-97.0035982,,Point,Victoria,7.5%,65098,Texas
33.4269728,-117.6119925,,Point,San Clemente,28.6%,65040,California
40.6687141,-74.1143091,,Point,Bayonne,5.1%,65028,New Jersey
33.5225261,-117.7075526,,Point,Laguna Niguel,2.8%,64652,California
40.767323,-74.2048677,,Point,East Orange,-7.4%,64544,New Jersey
39.02284849999999,-94.7151865,,Point,Shawnee,32.2%,64323,Kansas
25.4687224,-80.4775569,,Point,Homestead,100.7%,64079,Florida
39.0839973,-77.1527578,,Point,Rockville,34.0%,64072,Maryland
26.4614625,-80.0728201,,Point,Delray Beach,6.1%,64072,Florida
42.6827885,-89.0187222,,Point,Janesville,5.6%,63820,Wisconsin
35.0886963,-92.4421011,,Point,Conway,46.1%,63816,Arkansas
33.9830688,-118.096735,,Point,Pico Rivera,0.4%,63771,California
41.452819,-82.1823746,,Point,Lorain,-7.2%,63710,Ohio
34.0165053,-118.1137535,,Point,Montebello,2.0%,63495,California
38.1341477,-121.2722194,,Point,Lodi,10.1%,63338,California
29.7030024,-98.1244531,,Point,New Braunfels,64.0%,63279,Texas
48.0517637,-122.1770818,,Point,Marysville,115.7%,63269,Washington
26.2128609,-80.2497707,,Point,Tamarac,12.9%,63155,Florida
36.9613356,-120.0607176,,Point,Madera,44.4%,63105,California
30.3118769,-95.45605119999999,,Point,Conroe,61.9%,63032,Texas
36.9741171,-122.0307963,,Point,Santa Cruz,12.5%,62864,California
44.8546856,-93.47078599999999,,Point,Eden Prairie,13.3%,62603,Minnesota
41.1399814,-104.8202462,,Point,Cheyenne,16.9%,62448,Wyoming
29.2108147,-81.0228331,,Point,Daytona Beach,-2.3%,62316,Florida
34.0753762,-84.2940899,,Point,Alpharetta,33.6%,62298,Georgia
39.3995008,-84.5613355,,Point,Hamilton,2.7%,62258,Ohio
42.3764852,-71.2356113,,Point,Waltham,5.0%,62227,Massachusetts
45.1732394,-93.30300629999999,,Point,Coon Rapids,0.6%,62103,Minnesota
42.7762015,-71.0772796,,Point,Haverhill,5.0%,62088,Massachusetts
41.2619444,-95.8608333,,Point,Council Bluffs,6.2%,61969,Iowa
42.240872,-83.2696509,,Point,Taylor,-6.3%,61817,Michigan
43.100903,-75.232664,,Point,Utica,2.2%,61808,New York
42.034722,-93.61999999999999,,Point,Ames,21.3%,61792,Iowa
33.9319578,-117.9461734,,Point,La Habra,3.6%,61653,California
33.0369867,-117.2919818,,Point,Encinitas,5.8%,61588,California
36.9685219,-86.4808043,,Point,Bowling Green,24.1%,61488,Kentucky
44.7677424,-93.27772259999999,,Point,Burnsville,1.9%,61434,Minnesota
34.85261759999999,-82.3940104,,Point,Greenville,8.2%,61397,South Carolina
41.5772115,-93.711332,,Point,West Des Moines,29.8%,61255,Iowa
30.505198,-97.8202888,,Point,Cedar Park,134.3%,61238,Texas
36.2077288,-119.3473379,,Point,Tulare,33.3%,61170,California
34.0625106,-118.1228476,,Point,Monterey Park,1.5%,61085,California
39.4863773,-75.02596369999999,,Point,Vineland,9.3%,61050,New Jersey
39.4667034,-87.41390919999999,,Point,Terre Haute,2.5%,61025,Indiana
25.8900949,-80.1867138,,Point,North Miami,2.0%,61007,Florida
32.5631924,-97.1416768,,Point,Mansfield,114.2%,60872,Texas
43.0166806,-88.0070315,,Point,West Allis,-0.6%,60697,Wisconsin
41.67176480000001,-72.9492703,,Point,Bristol,0.4%,60568,Connecticut
40.66772479999999,-111.9388258,,Point,Taylorsville,2.9%,60519,Utah
42.4250964,-71.066163,,Point,Malden,7.4%,60509,Massachusetts
41.5381535,-72.80704349999999,,Point,Meriden,3.7%,60456,Connecticut
45.1607987,-93.23494889999999,,Point,Blaine,32.8%,60407,Minnesota
26.6617635,-80.2683571,,Point,Wellington,55.0%,60202,Florida
37.3229978,-122.0321823,,Point,Cupertino,14.3%,60189,California
44.0462362,-123.0220289,,Point,Springfield,12.4%,60177,Oregon
36.3320196,-94.1185366,,Point,Rogers,50.6%,60112,Arkansas
42.4974085,-82.89636039999999,,Point,St. Clair Shores,-4.6%,60070,Michigan
33.8883487,-118.3089624,,Point,Gardena,3.4%,59957,California
42.6389216,-83.29104679999999,,Point,Pontiac,-11.4%,59887,Michigan
32.6781085,-117.0991967,,Point,National City,10.1%,59834,California
39.0638705,-108.5506486,,Point,Grand Junction,30.9%,59778,Colorado
38.7907339,-121.2357828,,Point,Rocklin,60.3%,59738,California
35.9131996,-79.0558445,,Point,Chapel Hill,24.1%,59635,North Carolina
42.866632,-106.313081,,Point,Casper,19.9%,59628,Wyoming
39.9205411,-105.0866504,,Point,Broomfield,50.3%,59471,Colorado
38.232417,-122.6366524,,Point,Petaluma,8.4%,59440,California
40.5621704,-111.929658,,Point,South Jordan,100.1%,59366,Utah
39.9242266,-83.8088171,,Point,Springfield,-9.8%,59357,Ohio
47.4941836,-111.2833449,,Point,Great Falls,3.9%,59351,Montana
40.0378755,-76.3055144,,Point,Lancaster,4.5%,59325,Pennsylvania
27.044224,-82.2359254,,Point,North Port,154.6%,59212,Florida
47.1717649,-122.518458,,Point,Lakewood,1.1%,59097,Washington
33.95260200000001,-84.5499327,,Point,Marietta,-3.8%,59089,Georgia
37.9735346,-122.5310874,,Point,San Rafael,5.0%,58994,California
42.4894801,-83.1446485,,Point,Royal Oak,-1.7%,58946,Michigan
42.0333623,-87.88339909999999,,Point,Des Plaines,3.2%,58918,Illinois
33.9816812,-118.2250725,,Point,Huntington Park,-4.1%,58879,California
32.7678287,-117.0230839,,Point,La Mesa,6.9%,58642,California
41.6303103,-87.85394250000002,,Point,Orland Park,13.9%,58590,Illinois
32.6098566,-85.48078249999999,,Point,Auburn,26.4%,58582,Alabama
44.6496868,-93.24271999999999,,Point,Lakeville,34.3%,58562,Minnesota
37.7719074,-87.1111676,,Point,Owensboro,7.7%,58416,Kentucky
35.3395079,-97.48670279999999,,Point,Moore,41.5%,58414,Oklahoma
26.9342246,-80.0942087,,Point,Jupiter,46.2%,58298,Florida
43.49165139999999,-112.0339645,,Point,Idaho Falls,14.0%,58292,Idaho
42.5005583,-90.66457179999999,,Point,Dubuque,0.9%,58253,Iowa
35.2045328,-89.8739753,,Point,Bartlett,31.7%,58226,Tennessee
32.9029017,-96.56388,,Point,Rowlett,28.6%,58043,Texas
42.48059,-83.4754913,,Point,Novi,22.0%,57960,Michigan
41.03398620000001,-73.7629097,,Point,White Plains,8.5%,57866,New York
34.1397292,-118.0353449,,Point,Arcadia,8.3%,57639,California
47.6739881,-122.121512,,Point,Redmond,26.0%,57530,Washington
33.6680772,-117.3272615,,Point,Lake Elsinore,96.5%,57525,California
29.1871986,-82.14009229999999,,Point,Ocala,20.8%,57468,Florida
41.5731442,-87.7932939,,Point,Tinley Park,16.3%,57282,Illinois
29.1383165,-80.9956105,,Point,Port Orange,22.8%,57203,Florida
42.4184296,-71.1061639,,Point,Medford,2.7%,57170,Massachusetts
41.719978,-87.7479528,,Point,Oak Lawn,3.3%,57073,Illinois
35.9382103,-77.7905339,,Point,Rocky Mount,-3.1%,56954,North Carolina
40.486427,-86.13360329999999,,Point,Kokomo,21.3%,56895,Indiana
26.2517482,-80.17893509999999,,Point,Coconut Creek,28.4%,56792,Florida
39.0067768,-76.77913649999999,,Point,Bowie,8.6%,56759,Maryland
41.85058739999999,-87.7936685,,Point,Berwyn,5.1%,56758,Illinois
35.4495065,-97.3967019,,Point,Midwest City,4.5%,56756,Oklahoma
33.7091847,-117.9536697,,Point,Fountain Valley,3.0%,56707,California
33.3703197,-112.5837766,,Point,Buckeye,480.9%,56683,Arizona
42.3369816,-83.27326269999999,,Point,Dearborn Heights,-3.0%,56620,Michigan
38.67851570000001,-121.7732971,,Point,Woodland,13.8%,56590,California
40.0455917,-86.0085955,,Point,Noblesville,88.1%,56540,Indiana
30.8327022,-83.2784851,,Point,Valdosta,22.3%,56481,Georgia
34.0286226,-117.8103367,,Point,Diamond Bar,0.1%,56449,California
39.18360819999999,-96.57166939999999,,Point,Manhattan,22.8%,56143,Kansas
32.8383828,-116.9739167,,Point,Santee,5.7%,56105,California
41.900101,-71.0897674,,Point,Taunton,0.0%,56069,Massachusetts
28.8028612,-81.269453,,Point,Sanford,42.8%,56002,Florida
39.68950359999999,-84.1688274,,Point,Kettering,-3.1%,55870,Ohio
40.4862157,-74.4518188,,Point,New Brunswick,15.5%,55831,New Jersey
34.6059253,-86.9833417,,Point,Decatur,3.1%,55816,Alabama
42.1487043,-72.6078672,,Point,Chicopee,1.7%,55717,Massachusetts
40.1053196,-85.6802541,,Point,Anderson,-6.6%,55670,Indiana
26.2445263,-80.206436,,Point,Margate,2.7%,55456,Florida
42.2180724,-70.94103559999999,,Point,Weymouth Town,,55419,Massachusetts
40.7062128,-73.6187397,,Point,Hempstead,4.0%,55361,New York
44.5645659,-123.2620435,,Point,Corvallis,11.8%,55298,Oregon
33.952463,-117.5848025,,Point,Eastvale,,55191,California
36.06523,-119.0167679,,Point,Porterville,20.1%,55174,California
41.2705484,-72.9469711,,Point,West Haven,5.1%,55046,Connecticut
37.931868,-121.6957863,,Point,Brentwood,122.3%,55000,California
33.8894598,-118.1597911,,Point,Paramount,-0.7%,54980,California
47.9252568,-97.0328547,,Point,Grand Forks,11.5%,54932,North Dakota
